Mar 17, 2020 4:32:37 PM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Mar 17, 2020 4:32:37 PM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Mar 17, 2020 4:32:37 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /Users/chu/Sonoma/karaf-4.2.8-self/apache-karaf-4.2.8/lock
Mar 17, 2020 4:32:37 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Mar 17, 2020 4:32:37 PM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2020-03-17T16:32:37,848 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 7 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.4 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2020-03-17T16:34:39,141 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.karaf.cellar/org.apache.karaf.cellar.bundle/4.1.3
2020-03-17T16:34:39,146 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.karaf.cellar/org.apache.karaf.cellar.config/4.1.3
2020-03-17T16:34:39,152 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.karaf.cellar/org.apache.karaf.cellar.core/4.1.3
2020-03-17T16:34:39,159 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.karaf.cellar/org.apache.karaf.cellar.features/4.1.3
2020-03-17T16:34:39,167 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.karaf.cellar/org.apache.karaf.cellar.hazelcast/4.1.3
2020-03-17T16:34:39,174 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.karaf.cellar/org.apache.karaf.cellar.kar/4.1.3
2020-03-17T16:34:39,182 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.karaf.cellar/org.apache.karaf.cellar.shell/4.1.3
2020-03-17T16:34:39,188 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.karaf.cellar/org.apache.karaf.cellar.utils/4.1.3
2020-03-17T16:34:39,269 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Starting bundles:
2020-03-17T16:34:39,276 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.cellar.core/4.1.3
2020-03-17T16:34:39,302 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.cellar.core/4.1.3. Missing service: [org.apache.karaf.cellar.core.GroupManager, org.apache.karaf.cellar.core.ClusterManager]
2020-03-17T16:34:39,302 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   com.hazelcast/3.9.1
2020-03-17T16:34:39,357 | INFO  | features-3-thread-1 | HazelcastOSGiService             | 113 - com.hazelcast - 3.9.1 | HazelcastOSGiServiceImpl{ownerBundle=com.hazelcast [113], hazelcastInstance=null, active=false, id=3.9.1#OSS} has been registered as OSGI service and activated now
2020-03-17T16:34:39,362 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.cellar.hazelcast/4.1.3
2020-03-17T16:34:39,373 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.cellar.hazelcast/4.1.3
2020-03-17T16:34:39,376 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.cellar.utils/4.1.3
2020-03-17T16:34:39,393 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.cellar.utils/4.1.3
2020-03-17T16:34:39,394 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.cellar.shell/4.1.3
2020-03-17T16:34:39,409 | INFO  | pool-11-thread-1 | XmlConfigLocator                 | 113 - com.hazelcast - 3.9.1 | Loading configuration /Users/chu/Sonoma/karaf-4.2.8-self/apache-karaf-4.2.8/etc/hazelcast.xml from System property 'hazelcast.config'
2020-03-17T16:34:39,413 | INFO  | pool-11-thread-1 | XmlConfigLocator                 | 113 - com.hazelcast - 3.9.1 | Using configuration file at /Users/chu/Sonoma/karaf-4.2.8-self/apache-karaf-4.2.8/etc/hazelcast.xml
2020-03-17T16:34:39,421 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.cellar.shell/4.1.3. Missing service: [org.apache.karaf.cellar.core.ClusterManager, org.apache.karaf.cellar.core.GroupManager, org.apache.karaf.cellar.core.command.ExecutionContext]
2020-03-17T16:34:39,422 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.cellar.kar/4.1.3
2020-03-17T16:34:39,435 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.cellar.kar/4.1.3. Missing service: [org.apache.karaf.cellar.core.ClusterManager, org.apache.karaf.cellar.core.GroupManager, org.apache.karaf.cellar.core.event.EventProducer]
2020-03-17T16:34:39,436 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.cellar.bundle/4.1.3
2020-03-17T16:34:39,459 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.cellar.bundle/4.1.3. Missing service: [org.apache.karaf.cellar.core.ClusterManager, org.apache.karaf.cellar.core.GroupManager, org.apache.karaf.cellar.core.event.EventProducer]
2020-03-17T16:34:39,459 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.cellar.config/4.1.3
2020-03-17T16:34:39,484 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.cellar.config/4.1.3. Missing service: [org.apache.karaf.cellar.core.ClusterManager, org.apache.karaf.cellar.core.GroupManager, org.apache.karaf.cellar.core.event.EventProducer]
2020-03-17T16:34:39,484 | WARN  | pool-11-thread-1 | AbstractXmlConfigHelper          | 113 - com.hazelcast - 3.9.1 | Name of the hazelcast schema location incorrect using default
2020-03-17T16:34:39,484 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.karaf.cellar.features/4.1.3
2020-03-17T16:34:39,508 | INFO  | features-3-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Command registration delayed for bundle org.apache.karaf.cellar.features/4.1.3. Missing service: [org.apache.karaf.cellar.core.ClusterManager, org.apache.karaf.cellar.core.GroupManager, org.apache.karaf.cellar.core.event.EventProducer]
2020-03-17T16:34:39,509 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   minimal-json/0.9.2
2020-03-17T16:34:39,512 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Done.
2020-03-17T16:34:39,649 | INFO  | pool-11-thread-1 | AddressPicker                    | 113 - com.hazelcast - 3.9.1 | [LOCAL] [cellar] [3.9.1] Prefer IPv4 stack is true.
2020-03-17T16:34:39,655 | INFO  | pool-11-thread-1 | AddressPicker                    | 113 - com.hazelcast - 3.9.1 | [LOCAL] [cellar] [3.9.1] Picked [172.29.4.244]:5701, using socket ServerSocket[addr=/0:0:0:0:0:0:0:0,localport=5701], bind any local is true
2020-03-17T16:34:39,669 | INFO  | pool-11-thread-1 | system                           | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] Hazelcast 3.9.1 (20171130 - feca534) starting at [172.29.4.244]:5701
2020-03-17T16:34:39,669 | INFO  | pool-11-thread-1 | system                           | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] Copyright (c) 2008-2017, Hazelcast, Inc. All Rights Reserved.
2020-03-17T16:34:39,670 | INFO  | pool-11-thread-1 | system                           | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] Configured Hazelcast Serialization version: 1
2020-03-17T16:34:39,841 | INFO  | pool-11-thread-1 | BackpressureRegulator            | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] Backpressure is disabled
2020-03-17T16:34:40,539 | INFO  | pool-11-thread-1 | Node                             | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] Creating MulticastJoiner
2020-03-17T16:34:40,654 | INFO  | pool-11-thread-1 | OperationExecutorImpl            | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] Starting 12 partition threads and 7 generic threads (1 dedicated for priority tasks)
2020-03-17T16:34:40,656 | INFO  | pool-11-thread-1 | Diagnostics                      | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] Diagnostics disabled. To enable add -Dhazelcast.diagnostics.enabled=true to the JVM arguments.
2020-03-17T16:34:40,660 | INFO  | pool-11-thread-1 | LifecycleService                 | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] [172.29.4.244]:5701 is STARTING
2020-03-17T16:34:42,807 | INFO  | pool-11-thread-1 | system                           | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] Cluster version set to 3.9
2020-03-17T16:34:42,808 | INFO  | pool-11-thread-1 | ClusterService                   | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] 

Members {size:1, ver:1} [
	Member [172.29.4.244]:5701 - cac02559-bb2c-43a9-86f8-d5cda3b36412 this
]

2020-03-17T16:34:42,825 | INFO  | pool-11-thread-1 | ManagementCenterService          | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] Hazelcast will connect to Hazelcast Management Center on address: 
http://localhost:8080/mancenter
2020-03-17T16:34:42,829 | INFO  | pool-11-thread-1 | LifecycleService                 | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] [172.29.4.244]:5701 is STARTED
2020-03-17T16:34:42,832 | INFO  | hz.cellar.MC.State.Sender | ManagementCenterService          | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] Failed to connect to:http://localhost:8080/mancenter/collector.do
2020-03-17T16:34:42,832 | INFO  | hz.cellar.MC.Task.Poller | ManagementCenterService          | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] Failed to pull tasks from management center
2020-03-17T16:34:42,860 | INFO  | pool-11-thread-1 | PartitionStateManager            | 113 - com.hazelcast - 3.9.1 | [172.29.4.244]:5701 [cellar] [3.9.1] Initializing cluster partition table arrangement...
2020-03-17T16:34:42,912 | INFO  | pool-11-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.cellar.core/4.1.3
2020-03-17T16:34:42,918 | INFO  | pool-11-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.cellar.config/4.1.3
2020-03-17T16:34:42,919 | INFO  | pool-11-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.cellar.bundle/4.1.3
2020-03-17T16:34:42,921 | INFO  | pool-11-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.cellar.kar/4.1.3
2020-03-17T16:34:42,924 | INFO  | pool-11-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.cellar.features/4.1.3
2020-03-17T16:34:42,931 | INFO  | pool-11-thread-1 | CommandExtension                 | 34 - org.apache.karaf.shell.core - 4.2.8 | Registering commands for bundle org.apache.karaf.cellar.shell/4.1.3
2020-03-17T16:35:02,876 | INFO  | pipe-feature:install cellar-kubernetes | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Adding features: cellar-kubernetes/[4.1.3,4.1.3]
2020-03-17T16:35:03,167 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Changes to perform:
2020-03-17T16:35:03,168 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   Region: root
2020-03-17T16:35:03,168 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |     Bundles to install:
2020-03-17T16:35:03,168 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.fasterxml.jackson.core/jackson-annotations/2.7.7
2020-03-17T16:35:03,168 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.fasterxml.jackson.core/jackson-core/2.7.7
2020-03-17T16:35:03,169 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.fasterxml.jackson.core/jackson-databind/2.7.7
2020-03-17T16:35:03,169 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:com.fasterxml.jackson.dataformat/jackson-dataformat-yaml/2.7.7
2020-03-17T16:35:03,169 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:io.fabric8/kubernetes-client/3.1.0/jar/bundle
2020-03-17T16:35:03,169 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:io.fabric8/kubernetes-model/2.0.4
2020-03-17T16:35:03,169 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:io.fabric8/zjsonpatch/0.3.0
2020-03-17T16:35:03,169 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:javax.validation/validation-api/1.1.0.Final
2020-03-17T16:35:03,170 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.karaf.cellar/org.apache.karaf.cellar.kubernetes/4.1.3
2020-03-17T16:35:03,170 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.automaton/1.11-8_1
2020-03-17T16:35:03,170 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.generex/1.0.1_1
2020-03-17T16:35:03,170 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.okhttp/3.9.0_1
2020-03-17T16:35:03,170 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |       mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.okio/1.13.0_1
2020-03-17T16:35:03,171 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Installing bundles:
2020-03-17T16:35:03,171 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:com.fasterxml.jackson.core/jackson-annotations/2.7.7
2020-03-17T16:35:03,176 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:com.fasterxml.jackson.core/jackson-core/2.7.7
2020-03-17T16:35:03,183 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:com.fasterxml.jackson.core/jackson-databind/2.7.7
2020-03-17T16:35:03,197 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:com.fasterxml.jackson.dataformat/jackson-dataformat-yaml/2.7.7
2020-03-17T16:35:03,207 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:io.fabric8/kubernetes-client/3.1.0/jar/bundle
2020-03-17T16:35:03,217 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:io.fabric8/kubernetes-model/2.0.4
2020-03-17T16:35:03,279 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:io.fabric8/zjsonpatch/0.3.0
2020-03-17T16:35:03,282 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:javax.validation/validation-api/1.1.0.Final
2020-03-17T16:35:03,288 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.karaf.cellar/org.apache.karaf.cellar.kubernetes/4.1.3
2020-03-17T16:35:03,292 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.automaton/1.11-8_1
2020-03-17T16:35:03,297 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.generex/1.0.1_1
2020-03-17T16:35:03,302 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.okhttp/3.9.0_1
2020-03-17T16:35:03,317 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   mvn:org.apache.servicemix.bundles/org.apache.servicemix.bundles.okio/1.13.0_1
2020-03-17T16:35:03,380 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 | Starting bundles:
2020-03-17T16:35:03,382 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   com.fasterxml.jackson.core.jackson-annotations/2.7.7
2020-03-17T16:35:03,384 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   com.fasterxml.jackson.core.jackson-core/2.7.7
2020-03-17T16:35:03,387 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   com.fasterxml.jackson.core.jackson-databind/2.7.7
2020-03-17T16:35:03,389 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 11 - org.apache.karaf.features.core - 4.2.8 |   org.apache.servicemix.bundles.automaton/1.11.0.8_1
